疾病通路的编号,疾病名称,通路名称(Name),通路编号(Entry),文章引用（Title）,文章DOI,文章链接
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to TDP-43-regulated splicing,N01155,TDP-43 repression of nonconserved cryptic exons is compromised in ALS-FTD.,10.1371/journal.pone.0043120,https://doi.org/10.1371/journal.pone.0043120
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to TDP-43-regulated splicing,N01155,Autophagy and Its Impact on Neurodegenerative Diseases: New Roles for TDP-43 and C9orf72.,10.1371/journal.pone.0043120,https://doi.org/10.1371/journal.pone.0043120
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to TDP-43-regulated splicing,N01155,RNA metabolism in neurodegenerative disease.,10.1371/journal.pone.0043120,https://doi.org/10.1371/journal.pone.0043120
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant FUS to FUS-regulated splicing,N01157,Mechanisms of FUS mutations in familial amyotrophic lateral sclerosis.,10.1016/j.brainres.2016.03.036,https://doi.org/10.1016/j.brainres.2016.03.036
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant FUS to FUS-regulated splicing,N01157,RNA-Binding Proteins in Amyotrophic Lateral Sclerosis.,10.1016/j.brainres.2016.03.036,https://doi.org/10.1016/j.brainres.2016.03.036
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant FUS to FUS-regulated splicing,N01157,RNA Dysregulation in Amyotrophic Lateral Sclerosis.,10.1016/j.brainres.2016.03.036,https://doi.org/10.1016/j.brainres.2016.03.036
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,N01153,Lost in Transportation: Nucleocytoplasmic Transport Defects in ALS and Other Neurodegenerative Diseases.,10.1016/j.neuron.2017.07.029,https://doi.org/10.1016/j.neuron.2017.07.029
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,N01153,"Deleterious mutations in the essential mRNA metabolism factor, hGle1, in amyotrophic lateral sclerosis.",10.1016/j.neuron.2017.07.029,https://doi.org/10.1016/j.neuron.2017.07.029
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,N01153,ALS Genes in the Genomic Era and their Implications for FTD.,10.1016/j.neuron.2017.07.029,https://doi.org/10.1016/j.neuron.2017.07.029
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,N01153,Amyotrophic lateral sclerosis: recent genetic highlights.,10.1016/j.neuron.2017.07.029,https://doi.org/10.1016/j.neuron.2017.07.029
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,N00985,Deranged neuronal calcium signaling and Huntington disease.,10.1016/j.bbrc.2004.08.035,https://doi.org/10.1016/j.bbrc.2004.08.035
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,N00985,Disturbed Ca2+ signaling and apoptosis of medium spiny neurons in Huntington's disease.,10.1016/j.bbrc.2004.08.035,https://doi.org/10.1016/j.bbrc.2004.08.035
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,N00985,Cause or compensation?-Altered neuronal Ca(2+) handling in Huntington's disease.,10.1016/j.bbrc.2004.08.035,https://doi.org/10.1016/j.bbrc.2004.08.035
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,N00985,The Interplay between Ca(2+) Signaling Pathways and Neurodegeneration.,10.1016/j.bbrc.2004.08.035,https://doi.org/10.1016/j.bbrc.2004.08.035
hsa05016,Huntington disease,Mutation-caused aberrant Htt to VGCC-Ca2+ -apoptotic pathway,N00986,Crosstalk between huntingtin and syntaxin 1A regulates N-type calcium channels.,10.1016/j.mcn.2005.07.016,https://doi.org/10.1016/j.mcn.2005.07.016
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,N00987,Deranged neuronal calcium signaling and Huntington disease.,10.1016/j.bbrc.2004.08.035,https://doi.org/10.1016/j.bbrc.2004.08.035
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,N00987,Polyglutamine-expanded huntingtin promotes sensitization of N-methyl-D-aspartate receptors via post-synaptic density 95.,10.1016/j.bbrc.2004.08.035,https://doi.org/10.1016/j.bbrc.2004.08.035
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,N01061,Polyglutamine pathogenesis: emergence of unifying mechanisms for Huntington's disease and related disorders.,10.1016/S0896-6273(02)00872-3,https://doi.org/10.1016/S0896-6273(02)00872-3
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,N01061,A common mechanism of proteasome impairment by neurodegenerative disease-associated oligomers.,10.1016/S0896-6273(02)00872-3,https://doi.org/10.1016/S0896-6273(02)00872-3
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,N01061,Could a Common Mechanism of Protein Degradation Impairment Underlie Many Neurodegenerative Diseases?,10.1016/S0896-6273(02)00872-3,https://doi.org/10.1016/S0896-6273(02)00872-3
hsa05016,Huntington disease,Mutation-caused aberrant Htt to autophagy-vesicle nucleation,N00993,Targeting autophagy in neurodegenerative diseases.,10.1016/j.tips.2014.09.002,https://doi.org/10.1016/j.tips.2014.09.002
hsa05016,Huntington disease,Mutation-caused aberrant Htt to autophagy-vesicle nucleation,N00993,Regulation of intracellular accumulation of mutant Huntingtin by Beclin 1.,10.1016/j.tips.2014.09.002,https://doi.org/10.1016/j.tips.2014.09.002
hsa05016,Huntington disease,Mutation-caused aberrant Htt to extrinsic apoptotic pathway,N00983,Accomplices to neuronal death.,10.1038/415377a,https://doi.org/10.1038/415377a
hsa05016,Huntington disease,Mutation-caused aberrant Htt to extrinsic apoptotic pathway,N00983,Recruitment and activation of caspase-8 by the Huntingtin-interacting protein Hip-1 and a novel partner Hippi.,10.1038/415377a,https://doi.org/10.1038/415377a
hsa05016,Huntington disease,Mutation-caused aberrant Htt to TNF-JNK signaling pathway,N00992,Huntington's disease: from huntingtin function and dysfunction to therapeutic strategies.,10.1007/s00018-006-6242-0,https://doi.org/10.1007/s00018-006-6242-0
hsa05016,Huntington disease,Mutation-caused aberrant Htt to TNF-JNK signaling pathway,N00992,Kinase signalling in Huntington's disease.,10.1007/s00018-006-6242-0,https://doi.org/10.1007/s00018-006-6242-0
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex II,N00989,Mutant huntingtin and mitochondrial dysfunction.,10.1016/j.tins.2008.09.004,https://doi.org/10.1016/j.tins.2008.09.004
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex II,N00989,Mitochondrial defect in Huntington's disease caudate nucleus.,10.1016/j.tins.2008.09.004,https://doi.org/10.1016/j.tins.2008.09.004
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex II,N00989,Huntington's disease: underlying molecular mechanisms and emerging concepts.,10.1016/j.tins.2008.09.004,https://doi.org/10.1016/j.tins.2008.09.004
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex II,N00989,Energy deficit in Huntington disease: why it matters.,10.1016/j.tins.2008.09.004,https://doi.org/10.1016/j.tins.2008.09.004
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,N00991,Mitochondrial defect in Huntington's disease caudate nucleus.,10.1002/ana.410390317,https://doi.org/10.1002/ana.410390317
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,N00991,Huntington's disease: underlying molecular mechanisms and emerging concepts.,10.1002/ana.410390317,https://doi.org/10.1002/ana.410390317
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,N00991,A mitochondrial basis for Huntington's disease: therapeutic prospects.,10.1002/ana.410390317,https://doi.org/10.1002/ana.410390317
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,N00991,Mitochondrial Dysfunction and Biogenesis in Neurodegenerative diseases: Pathogenesis and Treatment.,10.1002/ana.410390317,https://doi.org/10.1002/ana.410390317
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,N00977,Huntingtin controls neurotrophic support and survival of neurons by enhancing BDNF vesicular transport along microtubules.,10.1016/j.cell.2004.06.018,https://doi.org/10.1016/j.cell.2004.06.018
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,N00977,Huntington's disease: new paths to pathogenesis.,10.1016/j.cell.2004.06.018,https://doi.org/10.1016/j.cell.2004.06.018
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,N00977,Axonal transport deficits and neurodegenerative diseases.,10.1016/j.cell.2004.06.018,https://doi.org/10.1016/j.cell.2004.06.018
hsa05016,Huntington disease,Mutation-caused aberrant Htt to anterograde axonal transport,N00979,Axonal transport deficits and neurodegenerative diseases.,10.1038/nrn3380,https://doi.org/10.1038/nrn3380
hsa05016,Huntington disease,Mutation-caused aberrant Htt to anterograde axonal transport,N00979,Nuclear and cytosolic JNK signalling in neurons.,10.1038/nrn3380,https://doi.org/10.1038/nrn3380
hsa05016,Huntington disease,Mutation-caused aberrant Htt to anterograde axonal transport,N00979,Pathogenic huntingtin inhibits fast axonal transport by activating JNK3 and phosphorylating kinesin.,10.1038/nrn3380,https://doi.org/10.1038/nrn3380
hsa05016,Huntington disease,Mutation-caused aberrant Htt to anterograde axonal transport,N00979,The genetics of axonal transport and axonal transport disorders.,10.1038/nrn3380,https://doi.org/10.1038/nrn3380
hsa05016,Huntington disease,Mutation-caused aberrant Htt to REST-mediated transcriptional repression,N00980,Huntingtin and the molecular pathogenesis of Huntington's disease. Fourth in molecular medicine review series.,10.1038/sj.embor.7400250,https://doi.org/10.1038/sj.embor.7400250
hsa05016,Huntington disease,Mutation-caused aberrant Htt to REST-mediated transcriptional repression,N00980,Normal huntingtin function: an alternative approach to Huntington's disease.,10.1038/sj.embor.7400250,https://doi.org/10.1038/sj.embor.7400250
hsa05016,Huntington disease,Mutation-caused aberrant Htt to REST-mediated transcriptional repression,N00980,Multiple Aspects of Gene Dysregulation in Huntington's Disease.,10.1038/sj.embor.7400250,https://doi.org/10.1038/sj.embor.7400250
hsa05016,Huntington disease,Mutation-caused aberrant Htt to CREB-mediated transcription,N00981,Mutant huntingtin and mitochondrial dysfunction.,10.1016/j.tins.2008.09.004,https://doi.org/10.1016/j.tins.2008.09.004
hsa05016,Huntington disease,Mutation-caused aberrant Htt to CREB-mediated transcription,N00981,"PGC-1alpha, a new therapeutic target in Huntington's disease?",10.1016/j.tins.2008.09.004,https://doi.org/10.1016/j.tins.2008.09.004
hsa05016,Huntington disease,Mutation-caused aberrant Htt to CREB-mediated transcription,N00981,Impaired Redox Signaling in Huntington's Disease: Therapeutic Implications.,10.1016/j.tins.2008.09.004,https://doi.org/10.1016/j.tins.2008.09.004
hsa05016,Huntington disease,Mutation-caused aberrant Htt to CREB-mediated transcription,N00981,"Mitochondrial Dysfunction in Huntington's Disease; Interplay Between HSF1, p53 and PGC-1alpha Transcription Factors.",10.1016/j.tins.2008.09.004,https://doi.org/10.1016/j.tins.2008.09.004
hsa05016,Huntington disease,Mutation-caused aberrant Htt to p53-mediated transcription,N00982,p53 mediates cellular dysfunction and behavioral abnormalities in Huntington's disease.,10.1016/j.neuron.2005.06.005,https://doi.org/10.1016/j.neuron.2005.06.005
hsa05016,Huntington disease,Mutation-caused aberrant Htt to p53-mediated transcription,N00982,The power of the dark side: Huntington's disease protein and p53 form a deadly alliance.,10.1016/j.neuron.2005.06.005,https://doi.org/10.1016/j.neuron.2005.06.005
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant SPTBN2 to mGluR1-TRPC3 signaling pathway,N00960,Keeping Our Calcium in Balance to Maintain Our Balance.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant SPTBN2 to mGluR1-TRPC3 signaling pathway,N00960,Mutant beta-III spectrin causes mGluR1alpha mislocalization and functional deficits in a mouse model of spinocerebellar ataxia type 5.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant SPTBN2 to mGluR1-TRPC3 signaling pathway,N00960,Spectrin mutations cause spinocerebellar ataxia type 5.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant SPTBN2 to mGluR1-TRPC3 signaling pathway,N00960,Ca(2+) signaling and spinocerebellar ataxia.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-activated GRM1 to mGluR1-TRPC3 signaling pathway,N00954,Ca(2+) signaling and spinocerebellar ataxia.,10.1016/j.bbamcr.2018.05.009,https://doi.org/10.1016/j.bbamcr.2018.05.009
hsa05017,Spinocerebellar ataxia,Mutation-activated GRM1 to mGluR1-TRPC3 signaling pathway,N00954,Dominant Mutations in GRM1 Cause Spinocerebellar Ataxia Type 44.,10.1016/j.bbamcr.2018.05.009,https://doi.org/10.1016/j.bbamcr.2018.05.009
hsa05017,Spinocerebellar ataxia,Mutation-activated ITPR1 to mGluR1-TRPC3 signaling pathway,N00958,Keeping Our Calcium in Balance to Maintain Our Balance.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-activated ITPR1 to mGluR1-TRPC3 signaling pathway,N00958,"Roles of inositol 1,4,5-trisphosphate receptors in spinocerebellar ataxias.",10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-activated ITPR1 to mGluR1-TRPC3 signaling pathway,N00958,A novel gain-of-function mutation in the ITPR1 suppressor domain causes spinocerebellar ataxia with altered Ca(2+) signal patterns.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,ITPR1-reduced expression to mGluR1-TRPC3 signaling pathway,N00959,Keeping Our Calcium in Balance to Maintain Our Balance.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,ITPR1-reduced expression to mGluR1-TRPC3 signaling pathway,N00959,"Roles of inositol 1,4,5-trisphosphate receptors in spinocerebellar ataxias.",10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,ITPR1-reduced expression to mGluR1-TRPC3 signaling pathway,N00959,Deranged calcium signaling in Purkinje cells and pathogenesis in spinocerebellar ataxia 2 (SCA2) and other ataxias.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,ITPR1-reduced expression to mGluR1-TRPC3 signaling pathway,N00959,Determining the Roles of Inositol Trisphosphate Receptors in Neurodegeneration: Interdisciplinary Perspectives on a Complex Topic.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-inactivated PRKCG to mGluR1-TRPC3 signaling pathway,N00955,Ca(2+) signaling and spinocerebellar ataxia.,10.1016/j.bbamcr.2018.05.009,https://doi.org/10.1016/j.bbamcr.2018.05.009
hsa05017,Spinocerebellar ataxia,Mutation-inactivated PRKCG to mGluR1-TRPC3 signaling pathway,N00955,Enzymological analysis of mutant protein kinase Cgamma causing spinocerebellar ataxia type 14 and dysfunction in Ca2+ homeostasis.,10.1016/j.bbamcr.2018.05.009,https://doi.org/10.1016/j.bbamcr.2018.05.009
hsa05017,Spinocerebellar ataxia,Mutation-inactivated PRKCG to mGluR1-TRPC3 signaling pathway,N00955,Deranged calcium signaling in Purkinje cells and pathogenesis in spinocerebellar ataxia 2 (SCA2) and other ataxias.,10.1016/j.bbamcr.2018.05.009,https://doi.org/10.1016/j.bbamcr.2018.05.009
hsa05017,Spinocerebellar ataxia,Mutation-activated PRKCG to mGluR1-TRPC3 signaling pathway,N00956,Enzymological analysis of mutant protein kinase Cgamma causing spinocerebellar ataxia type 14 and dysfunction in Ca2+ homeostasis.,10.1074/jbc.M801492200,https://doi.org/10.1074/jbc.M801492200
hsa05017,Spinocerebellar ataxia,Mutation-activated PRKCG to mGluR1-TRPC3 signaling pathway,N00956,"Neurodegeneration in SCA14 is associated with increased PKCgamma kinase activity, mislocalization and aggregation.",10.1074/jbc.M801492200,https://doi.org/10.1074/jbc.M801492200
hsa05017,Spinocerebellar ataxia,Mutation-activated PRKCG to mGluR1-TRPC3 signaling pathway,N00956,The clinical and genetic spectrum of spinocerebellar ataxia 14.,10.1074/jbc.M801492200,https://doi.org/10.1074/jbc.M801492200
hsa05017,Spinocerebellar ataxia,Mutation-activated PRKCG to mGluR1-TRPC3 signaling pathway,N00956,New mutations in protein kinase Cgamma associated with spinocerebellar ataxia type 14.,10.1074/jbc.M801492200,https://doi.org/10.1074/jbc.M801492200
hsa05017,Spinocerebellar ataxia,Mutation-activated TRPC3 to mGluR1-TRPC3 signaling pathway,N00961,Ca(2+) signaling and spinocerebellar ataxia.,10.1016/j.bbamcr.2018.05.009,https://doi.org/10.1016/j.bbamcr.2018.05.009
hsa05017,Spinocerebellar ataxia,Mutation-activated TRPC3 to mGluR1-TRPC3 signaling pathway,N00961,Keeping Our Calcium in Balance to Maintain Our Balance.,10.1016/j.bbamcr.2018.05.009,https://doi.org/10.1016/j.bbamcr.2018.05.009
hsa05017,Spinocerebellar ataxia,Mutation-activated TRPC3 to mGluR1-TRPC3 signaling pathway,N00961,A point mutation in TRPC3 causes abnormal Purkinje cell development and cerebellar ataxia in moonwalker mice.,10.1016/j.bbamcr.2018.05.009,https://doi.org/10.1016/j.bbamcr.2018.05.009
hsa05017,Spinocerebellar ataxia,Mutation-caused abberant ATXN2/3 to mGluR5-Ca2+ -apoptotic pathway,N00957,Keeping Our Calcium in Balance to Maintain Our Balance.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-caused abberant ATXN2/3 to mGluR5-Ca2+ -apoptotic pathway,N00957,"Calcium Signaling, PKC Gamma, IP3R1 and CAR8 Link Spinocerebellar Ataxias and Purkinje Cell Dendritic Development.",10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-caused abberant ATXN2/3 to mGluR5-Ca2+ -apoptotic pathway,N00957,Deranged calcium signaling and neurodegeneration in spinocerebellar ataxia type 2.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-caused abberant ATXN2/3 to mGluR5-Ca2+ -apoptotic pathway,N00957,Deranged calcium signaling in Purkinje cells and pathogenesis in spinocerebellar ataxia 2 (SCA2) and other ataxias.,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-caused abberant ATXN2/3 to mGluR5-Ca2+ -apoptotic pathway,N00957,Disrupted Calcium Signaling in Animal Models of Human Spinocerebellar Ataxia (SCA).,10.1016/j.bbrc.2016.07.020,https://doi.org/10.1016/j.bbrc.2016.07.020
hsa05017,Spinocerebellar ataxia,Mutation-activated CACNA1A to VGCC-Ca2+ -apoptotic pathway,N00968,Emerging pathogenic pathways in the spinocerebellar ataxias.,10.1016/j.gde.2009.02.009,https://doi.org/10.1016/j.gde.2009.02.009
hsa05017,Spinocerebellar ataxia,Mutation-activated CACNA1A to VGCC-Ca2+ -apoptotic pathway,N00968,The polyglutamine expansion in spinocerebellar ataxia type 6 causes a beta subunit-specific enhanced activation of P/Q-type calcium channels in Xenopus oocytes.,10.1016/j.gde.2009.02.009,https://doi.org/10.1016/j.gde.2009.02.009
hsa05017,Spinocerebellar ataxia,Mutation-inactivated CACNA1A to VGCC-Ca2- -apoptotic pathway,N00969,Spinocerebellar ataxia type 2: polyQ repeat variation in the CACNA1A calcium channel modifies age of onset.,10.1093/brain/awh586,https://doi.org/10.1093/brain/awh586
hsa05017,Spinocerebellar ataxia,Mutation-inactivated CACNA1A to VGCC-Ca2- -apoptotic pathway,N00969,Polyglutamine aggregates in SCA6 Purkinje cells: a tail of two toxicities.,10.1093/brain/awh586,https://doi.org/10.1093/brain/awh586
hsa05017,Spinocerebellar ataxia,Mutation-inactivated CACNA1A to VGCC-Ca2- -apoptotic pathway,N00969,Molecular pathogenesis of spinocerebellar ataxias.,10.1093/brain/awh586,https://doi.org/10.1093/brain/awh586
hsa05017,Spinocerebellar ataxia,Mutation-inactivated CACNA1A to VGCC-Ca2- -apoptotic pathway,N00969,Polyglutamine repeats of spinocerebellar ataxia 6 impair the cell-death-preventing effect of CaV2.1 Ca2+ channel--loss-of-function cellular model of SCA6.,10.1093/brain/awh586,https://doi.org/10.1093/brain/awh586
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant PDYN to transport of calcium,N00971,Elevated mutant dynorphin A causes Purkinje cell loss and motor dysfunction in spinocerebellar ataxia type 23.,10.1093/brain/awv195,https://doi.org/10.1093/brain/awv195
hsa05017,Spinocerebellar ataxia,Mutation-inactivated KCNC3 to transport of potassium,N00973,Kv3.3 channels harbouring a mutation of spinocerebellar ataxia type 13 alter excitability and induce cell death in cultured cerebellar Purkinje cells.,10.1113/jphysiol.2013.264309,https://doi.org/10.1113/jphysiol.2013.264309
hsa05017,Spinocerebellar ataxia,Mutation-inactivated KCNC3 to transport of potassium,N00973,Precision medicine in spinocerebellar ataxias: treatment based on common mechanisms of disease.,10.1113/jphysiol.2013.264309,https://doi.org/10.1113/jphysiol.2013.264309
hsa05017,Spinocerebellar ataxia,Mutation-inactivated KCND3 to transport of potassium,N00975,Novel SCA19/22-associated KCND3 mutations disrupt human KV 4.3 protein biosynthesis and channel gating.,10.1002/humu.23865,https://doi.org/10.1002/humu.23865
hsa05017,Spinocerebellar ataxia,Mutation-inactivated KCND3 to transport of potassium,N00975,Spinocerebellar ataxia type 19/22 mutations alter heterocomplex Kv4.3 channel function and gating in a dominant manner.,10.1002/humu.23865,https://doi.org/10.1002/humu.23865
hsa05017,Spinocerebellar ataxia,Mutation-inactivated ATXN3 to autophagy-vesicle nucleation,N00962,Polyglutamine tracts regulate autophagy.,10.1080/15548627.2017.1336278,https://doi.org/10.1080/15548627.2017.1336278
hsa05017,Spinocerebellar ataxia,Mutation-inactivated ATXN3 to autophagy-vesicle nucleation,N00962,Ubiquitin-mediated regulation of autophagy.,10.1080/15548627.2017.1336278,https://doi.org/10.1080/15548627.2017.1336278
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,N00964,"Clinical, genetic and neuropathological characterization of spinocerebellar ataxia type 37.",10.1093/brain/awy137,https://doi.org/10.1093/brain/awy137
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,N00964,Spinocerebellar Ataxia Type 37,10.1093/brain/awy137,https://doi.org/10.1093/brain/awy137
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant ATXN1 to RORA-mediated transcription,N00966,RORalpha-mediated Purkinje cell development determines disease severity in adult SCA1 mice.,10.1016/j.cell.2006.09.036,https://doi.org/10.1016/j.cell.2006.09.036
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant ATXN1 to RORA-mediated transcription,N00966,Deranged calcium signaling in Purkinje cells and pathogenesis in spinocerebellar ataxia 2 (SCA2) and other ataxias.,10.1016/j.cell.2006.09.036,https://doi.org/10.1016/j.cell.2006.09.036
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant ATXN1 to RORA-mediated transcription,N00966,Ca(2+) signaling and spinocerebellar ataxia.,10.1016/j.cell.2006.09.036,https://doi.org/10.1016/j.cell.2006.09.036
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,N01199,The release of calcium from the endoplasmic reticulum induced by amyloid-beta and prion peptides activates the mitochondrial apoptotic pathway.,10.1016/j.nbd.2008.02.003,https://doi.org/10.1016/j.nbd.2008.02.003
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,N01199,An endoplasmic-reticulum-specific apoptotic pathway is involved in prion and amyloid-beta peptides neurotoxicity.,10.1016/j.nbd.2008.02.003,https://doi.org/10.1016/j.nbd.2008.02.003
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,N01199,Abnormal calcium homeostasis and protein folding stress at the ER: A common factor in familial and infectious prion disorders.,10.1016/j.nbd.2008.02.003,https://doi.org/10.1016/j.nbd.2008.02.003
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,N01199,Disturbance of endoplasmic reticulum proteostasis in neurodegenerative diseases.,10.1016/j.nbd.2008.02.003,https://doi.org/10.1016/j.nbd.2008.02.003
hsa05020,Prion disease,Scrapie conformation PrPSc to VGCC-Ca2+ -apoptotic pathway,N01201,The Interplay between Ca(2+) Signaling Pathways and Neurodegeneration.,10.3390/ijms20236004,https://doi.org/10.3390/ijms20236004
hsa05020,Prion disease,Scrapie conformation PrPSc to VGCC-Ca2+ -apoptotic pathway,N01201,Apoptotic cell death and impairment of L-type voltage-sensitive calcium channel activity in rat cerebellar granule cells treated with the prion protein fragment??106-126.,10.3390/ijms20236004,https://doi.org/10.3390/ijms20236004
hsa05020,Prion disease,Scrapie conformation PrPSc to VGCC-Ca2+ -apoptotic pathway,N01201,Scrapie-infected GT1-1 cells show impaired function of voltage-gated N-type calcium channels (Ca(v) 2.2) which is ameliorated by quinacrine treatment.,10.3390/ijms20236004,https://doi.org/10.3390/ijms20236004
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,N01200,Prions Strongly Reduce NMDA Receptor S-Nitrosylation Levels at Pre-symptomatic and Terminal Stages of Prion Diseases.,10.1007/s12035-019-1505-6,https://doi.org/10.1007/s12035-019-1505-6
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,N01200,Copper-dependent regulation of NMDA receptors by cellular prion protein: implications for neurodegenerative disorders.,10.1007/s12035-019-1505-6,https://doi.org/10.1007/s12035-019-1505-6
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,N01200,"Almost a century of prion protein(s): From pathology to physiology, and back to pathology.",10.1007/s12035-019-1505-6,https://doi.org/10.1007/s12035-019-1505-6
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,N01197,Disease-associated prion protein oligomers inhibit the 26S proteasome.,10.1016/j.molcel.2007.04.001,https://doi.org/10.1016/j.molcel.2007.04.001
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,N01197,Misfolded PrP and a novel mechanism of proteasome inhibition.,10.1016/j.molcel.2007.04.001,https://doi.org/10.1016/j.molcel.2007.04.001
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,N01197,Misfolded PrP impairs the UPS by interaction with the 20S proteasome and inhibition of substrate entry.,10.1016/j.molcel.2007.04.001,https://doi.org/10.1016/j.molcel.2007.04.001
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,N01197,Regulation of proteasomes in prion disease.,10.1016/j.molcel.2007.04.001,https://doi.org/10.1016/j.molcel.2007.04.001
