涉及疾病,涉及疾病的编号,药物,药物编号,药物链接
Myocardial infarction,H01730,Lovastatin,D00359,https://www.kegg.jp/entry/D00359
Myocardial infarction,H01730,Atorvastatin calcium,D02258,https://www.kegg.jp/entry/D02258
Myocardial infarction,H01730,Alirocumab,D10335,https://www.kegg.jp/entry/D10335
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Bipolar disorder,H01653,Divalproex sodium,D00304,https://www.kegg.jp/entry/D00304
Bipolar disorder,H01653,Lamotrigine,D00354,https://www.kegg.jp/entry/D00354
Bipolar disorder,H01653,Chlorpromazine hydrochloride,D00789,https://www.kegg.jp/entry/D00789
Bipolar disorder,H01653,Lumateperone tosylate,D11170,https://www.kegg.jp/entry/D11170
Bipolar disorder,H01653,Ziprasidone hydrochloride,D01939,https://www.kegg.jp/entry/D01939
Bipolar disorder,H01653,Lurasidone hydrochloride,D04820,https://www.kegg.jp/entry/D04820
Bipolar disorder,H01653,Loxapine,D02340,https://www.kegg.jp/entry/D02340
Bipolar disorder,H01653,Olanzapine,D00454,https://www.kegg.jp/entry/D00454
Bipolar disorder,H01653,Quetiapine fumarate,D00458,https://www.kegg.jp/entry/D00458
Bipolar disorder,H01653,Asenapine maleate,D02995,https://www.kegg.jp/entry/D02995
Bipolar disorder,H01653,Olanzapine and samidorphan,D12117,https://www.kegg.jp/entry/D12117
Bipolar disorder,H01653,Lithium carbonate,D00801,https://www.kegg.jp/entry/D00801
Bipolar disorder,H01653,Risperidone,D00426,https://www.kegg.jp/entry/D00426
Bipolar disorder,H01653,Aripiprazole,D01164,https://www.kegg.jp/entry/D01164
Bipolar disorder,H01653,Aripiprazole hydrate,D10516,https://www.kegg.jp/entry/D10516
Bipolar disorder,H01653,Cariprazine hydrochloride,D09876,https://www.kegg.jp/entry/D09876
Bipolar disorder,H01653,Dexmedetomidine hydrochloride,D01205,https://www.kegg.jp/entry/D01205
Bipolar disorder,H01653,Fluoxetine hydrochloride,D00823,https://www.kegg.jp/entry/D00823
Bipolar disorder,H01653,Olanzapine and fluoxetine hydrochloride,D10206,https://www.kegg.jp/entry/D10206
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Spinal muscular atrophy,H00455,Nusinersen sodium,D10791,https://www.kegg.jp/entry/D10791
Spinal muscular atrophy,H00455,Onasemnogene abeparvovec,D11559,https://www.kegg.jp/entry/D11559
Spinal muscular atrophy,H00455,Risdiplam,D11406,https://www.kegg.jp/entry/D11406
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Breast cancer,H00031,Fluoxymesterone,D00327,https://www.kegg.jp/entry/D00327
Breast cancer,H00031,Methyltestosterone,D00408,https://www.kegg.jp/entry/D00408
Breast cancer,H00031,Testosterone enanthate,D00958,https://www.kegg.jp/entry/D00958
Breast cancer,H00031,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Breast cancer,H00031,Thiotepa,D00583,https://www.kegg.jp/entry/D00583
Breast cancer,H00031,Methotrexate sodium,D02115,https://www.kegg.jp/entry/D02115
Breast cancer,H00031,Gemcitabine hydrochloride,D01155,https://www.kegg.jp/entry/D01155
Breast cancer,H00031,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Breast cancer,H00031,Vinblastine sulfate,D01068,https://www.kegg.jp/entry/D01068
Breast cancer,H00031,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Breast cancer,H00031,Docetaxel,D07866,https://www.kegg.jp/entry/D07866
Breast cancer,H00031,Docetaxel,D02165,https://www.kegg.jp/entry/D02165
Breast cancer,H00031,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Breast cancer,H00031,Epirubicin hydrochloride,D02214,https://www.kegg.jp/entry/D02214
Breast cancer,H00031,Ixabepilone,D04645,https://www.kegg.jp/entry/D04645
Breast cancer,H00031,Palbociclib,D10372,https://www.kegg.jp/entry/D10372
Breast cancer,H00031,Ribociclib succinate,D10979,https://www.kegg.jp/entry/D10979
Breast cancer,H00031,Abemaciclib,D10688,https://www.kegg.jp/entry/D10688
Breast cancer,H00031,Everolimus,D02714,https://www.kegg.jp/entry/D02714
Breast cancer,H00031,Lapatinib ditosylate,D04024,https://www.kegg.jp/entry/D04024
Breast cancer,H00031,Neratinib maleate,D10898,https://www.kegg.jp/entry/D10898
Breast cancer,H00031,Tucatinib,D11141,https://www.kegg.jp/entry/D11141
Breast cancer,H00031,Alpelisib,D11011,https://www.kegg.jp/entry/D11011
Breast cancer,H00031,Capivasertib,D11371,https://www.kegg.jp/entry/D11371
Breast cancer,H00031,Trastuzumab,D03257,https://www.kegg.jp/entry/D03257
Breast cancer,H00031,Trastuzumab and hyaluronidase,D11560,https://www.kegg.jp/entry/D11560
Breast cancer,H00031,Pertuzumab,D05446,https://www.kegg.jp/entry/D05446
Breast cancer,H00031,Trastuzumab emtansine,D09980,https://www.kegg.jp/entry/D09980
Breast cancer,H00031,Trastuzumab deruxtecan,D11529,https://www.kegg.jp/entry/D11529
Breast cancer,H00031,Margetuximab,D10446,https://www.kegg.jp/entry/D10446
Breast cancer,H00031,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Breast cancer,H00031,Atezolizumab,D10773,https://www.kegg.jp/entry/D10773
Breast cancer,H00031,Sacituzumab govitecan,D10985,https://www.kegg.jp/entry/D10985
Breast cancer,H00031,"Pertuzumab, trastuzumab and hyaluronidase",D11934,https://www.kegg.jp/entry/D11934
Breast cancer,H00031,Olaparib,D09730,https://www.kegg.jp/entry/D09730
Breast cancer,H00031,Talazoparib tosylate,D10733,https://www.kegg.jp/entry/D10733
Breast cancer,H00031,Eribulin mesylate,D08914,https://www.kegg.jp/entry/D08914
Breast cancer,H00031,Goserelin acetate,D00573,https://www.kegg.jp/entry/D00573
Breast cancer,H00031,Tamoxifen citrate,D00966,https://www.kegg.jp/entry/D00966
Breast cancer,H00031,Toremifene citrate,D00967,https://www.kegg.jp/entry/D00967
Breast cancer,H00031,Fulvestrant,D01161,https://www.kegg.jp/entry/D01161
Breast cancer,H00031,Elacestrant hydrochloride,D11672,https://www.kegg.jp/entry/D11672
Breast cancer,H00031,Anastrozole,D00960,https://www.kegg.jp/entry/D00960
Breast cancer,H00031,Letrozole,D00964,https://www.kegg.jp/entry/D00964
Breast cancer,H00031,Exemestane,D00963,https://www.kegg.jp/entry/D00963
Breast cancer,H00031,"Estrogens, esterified",D04071,https://www.kegg.jp/entry/D04071
Breast cancer,H00031,Letrozole and ribociclib,D11068,https://www.kegg.jp/entry/D11068
Parkinson disease,H00057,Droxidopa,D01277,https://www.kegg.jp/entry/D01277
Parkinson disease,H00057,Bromocriptine mesylate,D00780,https://www.kegg.jp/entry/D00780
Parkinson disease,H00057,Apomorphine hydrochloride,D02004,https://www.kegg.jp/entry/D02004
Parkinson disease,H00057,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinson disease,H00057,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinson disease,H00057,"Carbidopa, levodopa and entacapone",D10293,https://www.kegg.jp/entry/D10293
Parkinson disease,H00057,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinson disease,H00057,Ropinirole hydrochloride,D00784,https://www.kegg.jp/entry/D00784
Parkinson disease,H00057,Pramipexole dihydrochloride,D00559,https://www.kegg.jp/entry/D00559
Parkinson disease,H00057,Rotigotine,D05768,https://www.kegg.jp/entry/D05768
Parkinson disease,H00057,Selegiline hydrochloride,D00785,https://www.kegg.jp/entry/D00785
Parkinson disease,H00057,Rasagiline mesylate,D02562,https://www.kegg.jp/entry/D02562
Parkinson disease,H00057,Safinamide mesylate,D10191,https://www.kegg.jp/entry/D10191
Parkinson disease,H00057,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinson disease,H00057,Entacapone,D00781,https://www.kegg.jp/entry/D00781
Parkinson disease,H00057,Opicapone,D10825,https://www.kegg.jp/entry/D10825
Parkinson disease,H00057,Istradefylline,D04641,https://www.kegg.jp/entry/D04641
Parkinson disease,H00057,Pimavanserin tartrate,D08969,https://www.kegg.jp/entry/D08969
Parkinson disease,H00057,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinsonian syndrome,H01600,Diphenhydramine hydrochloride,D00669,https://www.kegg.jp/entry/D00669
Parkinsonian syndrome,H01600,Trihexyphenidyl hydrochloride,D00787,https://www.kegg.jp/entry/D00787
Parkinsonian syndrome,H01600,Biperiden hydrochloride,D02246,https://www.kegg.jp/entry/D02246
Parkinsonian syndrome,H01600,Biperiden lactate,D02247,https://www.kegg.jp/entry/D02247
Parkinsonian syndrome,H01600,Profenamine hydrochloride,D01118,https://www.kegg.jp/entry/D01118
Parkinsonian syndrome,H01600,Benztropine mesylate,D00778,https://www.kegg.jp/entry/D00778
Parkinsonian syndrome,H01600,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Ovarian cancer,H00027,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Ovarian cancer,H00027,Melphalan,D00369,https://www.kegg.jp/entry/D00369
Ovarian cancer,H00027,Thiotepa,D00583,https://www.kegg.jp/entry/D00583
Ovarian cancer,H00027,Gemcitabine hydrochloride,D01155,https://www.kegg.jp/entry/D01155
Ovarian cancer,H00027,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Ovarian cancer,H00027,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Ovarian cancer,H00027,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Ovarian cancer,H00027,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Ovarian cancer,H00027,Mirvetuximab soravtansine,D10954,https://www.kegg.jp/entry/D10954
Ovarian cancer,H00027,Cisplatin,D00275,https://www.kegg.jp/entry/D00275
Ovarian cancer,H00027,Carboplatin,D01363,https://www.kegg.jp/entry/D01363
Ovarian cancer,H00027,Olaparib,D09730,https://www.kegg.jp/entry/D09730
Ovarian cancer,H00027,Niraparib tosylate,D11895,https://www.kegg.jp/entry/D11895
Ovarian cancer,H00027,Rucaparib camsylate,D10982,https://www.kegg.jp/entry/D10982
Ovarian cancer,H00027,Altretamine,D02841,https://www.kegg.jp/entry/D02841
Parkinson disease,H00057,Droxidopa,D01277,https://www.kegg.jp/entry/D01277
Parkinson disease,H00057,Bromocriptine mesylate,D00780,https://www.kegg.jp/entry/D00780
Parkinson disease,H00057,Apomorphine hydrochloride,D02004,https://www.kegg.jp/entry/D02004
Parkinson disease,H00057,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinson disease,H00057,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinson disease,H00057,"Carbidopa, levodopa and entacapone",D10293,https://www.kegg.jp/entry/D10293
Parkinson disease,H00057,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinson disease,H00057,Ropinirole hydrochloride,D00784,https://www.kegg.jp/entry/D00784
Parkinson disease,H00057,Pramipexole dihydrochloride,D00559,https://www.kegg.jp/entry/D00559
Parkinson disease,H00057,Rotigotine,D05768,https://www.kegg.jp/entry/D05768
Parkinson disease,H00057,Selegiline hydrochloride,D00785,https://www.kegg.jp/entry/D00785
Parkinson disease,H00057,Rasagiline mesylate,D02562,https://www.kegg.jp/entry/D02562
Parkinson disease,H00057,Safinamide mesylate,D10191,https://www.kegg.jp/entry/D10191
Parkinson disease,H00057,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinson disease,H00057,Entacapone,D00781,https://www.kegg.jp/entry/D00781
Parkinson disease,H00057,Opicapone,D10825,https://www.kegg.jp/entry/D10825
Parkinson disease,H00057,Istradefylline,D04641,https://www.kegg.jp/entry/D04641
Parkinson disease,H00057,Pimavanserin tartrate,D08969,https://www.kegg.jp/entry/D08969
Parkinson disease,H00057,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinsonian syndrome,H01600,Diphenhydramine hydrochloride,D00669,https://www.kegg.jp/entry/D00669
Parkinsonian syndrome,H01600,Trihexyphenidyl hydrochloride,D00787,https://www.kegg.jp/entry/D00787
Parkinsonian syndrome,H01600,Biperiden hydrochloride,D02246,https://www.kegg.jp/entry/D02246
Parkinsonian syndrome,H01600,Biperiden lactate,D02247,https://www.kegg.jp/entry/D02247
Parkinsonian syndrome,H01600,Profenamine hydrochloride,D01118,https://www.kegg.jp/entry/D01118
Parkinsonian syndrome,H01600,Benztropine mesylate,D00778,https://www.kegg.jp/entry/D00778
Parkinsonian syndrome,H01600,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Retinitis pigmentosa,H00527,Voretigene neparvovec,D11008,https://www.kegg.jp/entry/D11008
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Primary open angle glaucoma,H00612,Timolol,D00378,https://www.kegg.jp/entry/D00378
Primary open angle glaucoma,H00612,Timolol maleate,D00603,https://www.kegg.jp/entry/D00603
Primary open angle glaucoma,H00612,Carteolol hydrochloride,D00599,https://www.kegg.jp/entry/D00599
Primary open angle glaucoma,H00612,Betaxolol hydrochloride,D00598,https://www.kegg.jp/entry/D00598
Primary open angle glaucoma,H00612,Brimonidine tartrate,D02076,https://www.kegg.jp/entry/D02076
Primary open angle glaucoma,H00612,Mitomycin,D00208,https://www.kegg.jp/entry/D00208
Primary open angle glaucoma,H00612,Pilocarpine hydrochloride,D02200,https://www.kegg.jp/entry/D02200
Primary open angle glaucoma,H00612,Echothiophate iodide,D02193,https://www.kegg.jp/entry/D02193
Primary open angle glaucoma,H00612,Acetazolamide,D00218,https://www.kegg.jp/entry/D00218
Primary open angle glaucoma,H00612,Acetazolamide sodium,D01196,https://www.kegg.jp/entry/D01196
Primary open angle glaucoma,H00612,Dorzolamide hydrochloride,D00653,https://www.kegg.jp/entry/D00653
Primary open angle glaucoma,H00612,Brinzolamide,D00652,https://www.kegg.jp/entry/D00652
Primary open angle glaucoma,H00612,Methazolamide,D00655,https://www.kegg.jp/entry/D00655
Primary open angle glaucoma,H00612,Brinzolamide and brimonidine tartrate,D10854,https://www.kegg.jp/entry/D10854
Primary open angle glaucoma,H00612,Levobunolol hydrochloride,D01025,https://www.kegg.jp/entry/D01025
Primary open angle glaucoma,H00612,Metipranolol,D02374,https://www.kegg.jp/entry/D02374
Primary open angle glaucoma,H00612,Dorzolamide hydrochloride and timolol maleate,D08493,https://www.kegg.jp/entry/D08493
Primary open angle glaucoma,H00612,Brimonidine tartrate and timolol maleate,D10298,https://www.kegg.jp/entry/D10298
Primary open angle glaucoma,H00612,Latanoprost,D00356,https://www.kegg.jp/entry/D00356
Primary open angle glaucoma,H00612,Isopropyl unoprostone,D01452,https://www.kegg.jp/entry/D01452
Primary open angle glaucoma,H00612,Bimatoprost,D02724,https://www.kegg.jp/entry/D02724
Primary open angle glaucoma,H00612,Travoprost,D01964,https://www.kegg.jp/entry/D01964
Primary open angle glaucoma,H00612,Tafluprost,D06274,https://www.kegg.jp/entry/D06274
Primary open angle glaucoma,H00612,Latanoprostene bunod,D10441,https://www.kegg.jp/entry/D10441
Primary open angle glaucoma,H00612,Netarsudil and latanoprost,D11558,https://www.kegg.jp/entry/D11558
Primary open angle glaucoma,H00612,Netarsudil mesylate,D11031,https://www.kegg.jp/entry/D11031
Primary open angle glaucoma,H00612,Omidenepag isopropyl,D10966,https://www.kegg.jp/entry/D10966
Parkinson disease,H00057,Droxidopa,D01277,https://www.kegg.jp/entry/D01277
Parkinson disease,H00057,Bromocriptine mesylate,D00780,https://www.kegg.jp/entry/D00780
Parkinson disease,H00057,Apomorphine hydrochloride,D02004,https://www.kegg.jp/entry/D02004
Parkinson disease,H00057,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinson disease,H00057,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinson disease,H00057,"Carbidopa, levodopa and entacapone",D10293,https://www.kegg.jp/entry/D10293
Parkinson disease,H00057,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinson disease,H00057,Ropinirole hydrochloride,D00784,https://www.kegg.jp/entry/D00784
Parkinson disease,H00057,Pramipexole dihydrochloride,D00559,https://www.kegg.jp/entry/D00559
Parkinson disease,H00057,Rotigotine,D05768,https://www.kegg.jp/entry/D05768
Parkinson disease,H00057,Selegiline hydrochloride,D00785,https://www.kegg.jp/entry/D00785
Parkinson disease,H00057,Rasagiline mesylate,D02562,https://www.kegg.jp/entry/D02562
Parkinson disease,H00057,Safinamide mesylate,D10191,https://www.kegg.jp/entry/D10191
Parkinson disease,H00057,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinson disease,H00057,Entacapone,D00781,https://www.kegg.jp/entry/D00781
Parkinson disease,H00057,Opicapone,D10825,https://www.kegg.jp/entry/D10825
Parkinson disease,H00057,Istradefylline,D04641,https://www.kegg.jp/entry/D04641
Parkinson disease,H00057,Pimavanserin tartrate,D08969,https://www.kegg.jp/entry/D08969
Parkinson disease,H00057,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinsonian syndrome,H01600,Diphenhydramine hydrochloride,D00669,https://www.kegg.jp/entry/D00669
Parkinsonian syndrome,H01600,Trihexyphenidyl hydrochloride,D00787,https://www.kegg.jp/entry/D00787
Parkinsonian syndrome,H01600,Biperiden hydrochloride,D02246,https://www.kegg.jp/entry/D02246
Parkinsonian syndrome,H01600,Biperiden lactate,D02247,https://www.kegg.jp/entry/D02247
Parkinsonian syndrome,H01600,Profenamine hydrochloride,D01118,https://www.kegg.jp/entry/D01118
Parkinsonian syndrome,H01600,Benztropine mesylate,D00778,https://www.kegg.jp/entry/D00778
Parkinsonian syndrome,H01600,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Ovarian cancer,H00027,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Ovarian cancer,H00027,Melphalan,D00369,https://www.kegg.jp/entry/D00369
Ovarian cancer,H00027,Thiotepa,D00583,https://www.kegg.jp/entry/D00583
Ovarian cancer,H00027,Gemcitabine hydrochloride,D01155,https://www.kegg.jp/entry/D01155
Ovarian cancer,H00027,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Ovarian cancer,H00027,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Ovarian cancer,H00027,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Ovarian cancer,H00027,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Ovarian cancer,H00027,Mirvetuximab soravtansine,D10954,https://www.kegg.jp/entry/D10954
Ovarian cancer,H00027,Cisplatin,D00275,https://www.kegg.jp/entry/D00275
Ovarian cancer,H00027,Carboplatin,D01363,https://www.kegg.jp/entry/D01363
Ovarian cancer,H00027,Olaparib,D09730,https://www.kegg.jp/entry/D09730
Ovarian cancer,H00027,Niraparib tosylate,D11895,https://www.kegg.jp/entry/D11895
Ovarian cancer,H00027,Rucaparib camsylate,D10982,https://www.kegg.jp/entry/D10982
Ovarian cancer,H00027,Altretamine,D02841,https://www.kegg.jp/entry/D02841
Parkinson disease,H00057,Droxidopa,D01277,https://www.kegg.jp/entry/D01277
Parkinson disease,H00057,Bromocriptine mesylate,D00780,https://www.kegg.jp/entry/D00780
Parkinson disease,H00057,Apomorphine hydrochloride,D02004,https://www.kegg.jp/entry/D02004
Parkinson disease,H00057,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinson disease,H00057,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinson disease,H00057,"Carbidopa, levodopa and entacapone",D10293,https://www.kegg.jp/entry/D10293
Parkinson disease,H00057,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinson disease,H00057,Ropinirole hydrochloride,D00784,https://www.kegg.jp/entry/D00784
Parkinson disease,H00057,Pramipexole dihydrochloride,D00559,https://www.kegg.jp/entry/D00559
Parkinson disease,H00057,Rotigotine,D05768,https://www.kegg.jp/entry/D05768
Parkinson disease,H00057,Selegiline hydrochloride,D00785,https://www.kegg.jp/entry/D00785
Parkinson disease,H00057,Rasagiline mesylate,D02562,https://www.kegg.jp/entry/D02562
Parkinson disease,H00057,Safinamide mesylate,D10191,https://www.kegg.jp/entry/D10191
Parkinson disease,H00057,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinson disease,H00057,Entacapone,D00781,https://www.kegg.jp/entry/D00781
Parkinson disease,H00057,Opicapone,D10825,https://www.kegg.jp/entry/D10825
Parkinson disease,H00057,Istradefylline,D04641,https://www.kegg.jp/entry/D04641
Parkinson disease,H00057,Pimavanserin tartrate,D08969,https://www.kegg.jp/entry/D08969
Parkinson disease,H00057,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinsonian syndrome,H01600,Diphenhydramine hydrochloride,D00669,https://www.kegg.jp/entry/D00669
Parkinsonian syndrome,H01600,Trihexyphenidyl hydrochloride,D00787,https://www.kegg.jp/entry/D00787
Parkinsonian syndrome,H01600,Biperiden hydrochloride,D02246,https://www.kegg.jp/entry/D02246
Parkinsonian syndrome,H01600,Biperiden lactate,D02247,https://www.kegg.jp/entry/D02247
Parkinsonian syndrome,H01600,Profenamine hydrochloride,D01118,https://www.kegg.jp/entry/D01118
Parkinsonian syndrome,H01600,Benztropine mesylate,D00778,https://www.kegg.jp/entry/D00778
Parkinsonian syndrome,H01600,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Retinitis pigmentosa,H00527,Voretigene neparvovec,D11008,https://www.kegg.jp/entry/D11008
Paget disease of bone,H00437,Calcitonin salmon,D00249,https://www.kegg.jp/entry/D00249
Paget disease of bone,H00437,Etidronate disodium,D00314,https://www.kegg.jp/entry/D00314
Paget disease of bone,H00437,Pamidronate disodium,D00941,https://www.kegg.jp/entry/D00941
Paget disease of bone,H00437,Alendronate sodium,D00939,https://www.kegg.jp/entry/D00939
Paget disease of bone,H00437,Risedronate sodium,D00942,https://www.kegg.jp/entry/D00942
Paget disease of bone,H00437,Sodium risedronate hydrate,D03234,https://www.kegg.jp/entry/D03234
Paget disease of bone,H00437,Risedronate sodium monohydrate,D11570,https://www.kegg.jp/entry/D11570
Paget disease of bone,H00437,Zoledronic acid,D01968,https://www.kegg.jp/entry/D01968
Paget disease of bone,H00437,Calcitonin salmon,D00249,https://www.kegg.jp/entry/D00249
Paget disease of bone,H00437,Etidronate disodium,D00314,https://www.kegg.jp/entry/D00314
Paget disease of bone,H00437,Pamidronate disodium,D00941,https://www.kegg.jp/entry/D00941
Paget disease of bone,H00437,Alendronate sodium,D00939,https://www.kegg.jp/entry/D00939
Paget disease of bone,H00437,Risedronate sodium,D00942,https://www.kegg.jp/entry/D00942
Paget disease of bone,H00437,Sodium risedronate hydrate,D03234,https://www.kegg.jp/entry/D03234
Paget disease of bone,H00437,Risedronate sodium monohydrate,D11570,https://www.kegg.jp/entry/D11570
Paget disease of bone,H00437,Zoledronic acid,D01968,https://www.kegg.jp/entry/D01968
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Primary open angle glaucoma,H00612,Timolol,D00378,https://www.kegg.jp/entry/D00378
Primary open angle glaucoma,H00612,Timolol maleate,D00603,https://www.kegg.jp/entry/D00603
Primary open angle glaucoma,H00612,Carteolol hydrochloride,D00599,https://www.kegg.jp/entry/D00599
Primary open angle glaucoma,H00612,Betaxolol hydrochloride,D00598,https://www.kegg.jp/entry/D00598
Primary open angle glaucoma,H00612,Brimonidine tartrate,D02076,https://www.kegg.jp/entry/D02076
Primary open angle glaucoma,H00612,Mitomycin,D00208,https://www.kegg.jp/entry/D00208
Primary open angle glaucoma,H00612,Pilocarpine hydrochloride,D02200,https://www.kegg.jp/entry/D02200
Primary open angle glaucoma,H00612,Echothiophate iodide,D02193,https://www.kegg.jp/entry/D02193
Primary open angle glaucoma,H00612,Acetazolamide,D00218,https://www.kegg.jp/entry/D00218
